"ar.drop.slope","ar.drop.offset","ar1.noise.var","ar1.param","ar2.noise.var","ar2.param1","ar2.param2","ts.skewness","ts.kurtosis","ts.mean.min.median","ts.entropy1","ts.entropy2","ts.jump.max.abs.diff","ts.jump.max.abs.diff.std","ts.jump.max.abs.diff.std.len","ts.jump.max.abs.diff.std.localmean","ts.jump.max.abs.diff.std.localsum","ts.xcorr","fft.coarse.10","fft.coarse.15","fft.coarse.20","fft.coarse.25","fft.H0r.25","fft.H0r","mcorr.max","mcorr.max.grad","mcorr.max.max","mcorr.reg.2nd.max","mcorr.reg.max","mcorr.reg.mean","ts.oup.sigma","ts.oup.lambda","cluster.num","cluster.mean.min.median","cluster.max","cluster.var","cluster.skew","cluster.kurt","cluster.max1","cluster.max2","cluster.max3","negpos.entropy","negpos.abs.entropy","negpos.mean.ratio","negpos.stdmean.ratio","negpos.ratio","negpos.ratio.thresh","zxfunc.99prctl","zxfunc.95prctl","z2func.99prctl","z2func.95prctl","max.slice.prcnt","thr.max.slice.prcnt","every.2nd.single.var","every.2nd.pair.var","thr.every.2nd.single.var","thr.every.2nd.pair.var","wm.ts.coef","gm.ts.coef","csf.ts.coef","prcnt.on.csf","prcnt.on.gm","prcnt.on.wm","thr.prcnt.on.csf","thr.prcnt.on.gm","thr.prcnt.on.wm","thr.both.prcnt.on.csf","thr.both.prcnt.on.gm","thr.both.prcnt.on.wm","smoothness","smoothness.mm","std.then.tfce.max","tfce.max","thr.then.tfce","percent.on.edge.bin1","percent.on.edge.norm1","percent.of.edge1","percent.on.edge.bin2","percent.on.edge.norm2","percent.of.edge2","percent.on.edge.bin3","percent.on.edge.norm3","percent.of.edge3","percent.on.edge.bin4","percent.on.edge.norm4","percent.of.edge4","percent.on.edge.bin5","percent.on.edge.norm5","percent.of.edge5","percent.on.mask01.bin","percent.on.mask01.norm","percent.of.mask01","cc01a","cc01b","cc01c","percent.on.mask02.bin","percent.on.mask02.norm","percent.of.mask02","cc02a","cc02b","cc02c","percent.on.mask03.bin","percent.on.mask03.norm","percent.of.mask03","cc03a","cc03b","cc03c","percent.on.mask11.bin","percent.on.mask11.norm","percent.of.mask11","cc11a","cc11b","cc11c","percent.on.mask12.bin","percent.on.mask12.norm","percent.of.mask12","cc12a","cc12b","cc12c","percent.on.mask13.bin","percent.on.mask13.norm","percent.of.mask13","cc13a","cc13b","cc13c","percent.on.mask21.bin","percent.on.mask21.norm","percent.of.mask21","cc21a","cc21b","cc21c","percent.on.mask22.bin","percent.on.mask22.norm","percent.of.mask22","cc22a","cc22b","cc22c","percent.on.mask23.bin","percent.on.mask23.norm","percent.of.mask23","cc23a","cc23b","cc23c","percent.on.mask31.bin","percent.on.mask31.norm","percent.of.mask31","cc31a","cc31b","cc31c","percent.on.mask32.bin","percent.on.mask32.norm","percent.of.mask32","cc32a","cc32b","cc32c","percent.on.mask33.bin","percent.on.mask33.norm","percent.of.mask33","cc33a","cc33b","cc33c","stripe.patt","tlen","class.labs"
-0.066351,0.8234,0.92233,-0.27461,0.55563,-0.44777,0.63054,0.17048,2.1915,0.15834,2.852,0.00075197,3.022,2.5068,1.4462,2.8803,0.0071295,0.27475,4.1261e+16,4.1261e+16,4.1261e+16,4.1261e+16,NA,NA,0.24387,0.12724,0.24387,0.22916,0.43557,0.16499,NA,NA,349,34.673,5125,87998,15.001,250.2,41000,10064,10008,0.9131,0.93756,0.069031,0.049882,0.041599,0.43628,952.12,596.47,0.011089,0.0016056,0.030316,0.025021,0.0071733,0.020214,0.010981,0.040498,0.21269,0.036759,0.058438,0.14389,0.44601,0.38117,0.21256,0.47105,0.26314,0.21839,0.46111,0.25461,4.7748,3.0493,15113,33294,31751,0.11951,0.11698,0.07714,0.23792,0.23207,0.080845,0.33614,0.33276,0.080214,0.40414,0.40257,0.07618,0.44935,0.44772,0.071348,0.013206,0.01551,0.088762,0.032664,0.039715,0.056115,0.028939,0.035349,0.092264,0.046959,0.06044,0.097962,0.04744,0.057893,0.089672,0.057345,0.075886,0.12151,0.011824,0.014279,0.19915,0.053814,0.062284,0.062698,0.025093,0.03192,0.193,0.071986,0.087439,0.11102,0.039745,0.051118,0.17785,0.083717,0.10414,0.14287,0.0011713,0.0010609,0.014167,-0.0015155,-0.0025649,-0.0093163,0.0029013,0.0026571,0.017291,-0.00060276,-0.0016825,-0.011766,0.0049561,0.004419,0.017925,-0.00038826,-0.0015423,-0.018782,0.00021091,0.00016972,0.031351,0.0014742,0.015557,-0.0099504,0.001006,0.00082143,0.048202,0.0051467,0.02313,-0.017669,0.0029134,0.0025014,0.068316,0.011713,0.034156,-0.020808,1.0024,410,"0"
-0.0013905,0.11694,0.11675,-0.93966,0.11394,-1.0855,0.1552,0.39113,3.4835,0.07745,2.8184,5.8509e-05,1.6025,4.8287,0.10964,6.6631,0.016493,0.94478,2.8003e+16,2.8003e+16,2.8003e+16,2.8003e+16,NA,NA,0.47315,0.21035,0.47315,0.32522,0.69764,0.19565,NA,NA,221,80.498,12699,739140,14.39,211.31,101590,9856,8168,0.9108,0.93206,0.25505,0.19613,0.13573,0.70439,3850,1603.4,0.026862,0.003346,0.032441,0.028294,0.00010161,0.002232,1.3154e-05,0.001781,0.33759,1.2132,0.32375,0.14159,0.4733,0.36742,0.18926,0.54135,0.24861,0.19759,0.54466,0.23876,11.064,2.9394,33101,94659,92866,0.1404,0.14871,0.11353,0.29078,0.31761,0.12378,0.41249,0.45835,0.12332,0.48413,0.52908,0.11432,0.5254,0.56494,0.10451,0.0086632,0.0073365,0.072944,0.0207,0.023785,-0.034145,0.019966,0.017602,0.079747,0.032229,0.038283,-0.036802,0.033872,0.030703,0.080211,0.041124,0.050763,-0.036711,0.0062653,0.0054925,0.1322,0.029069,0.035715,-0.023484,0.014615,0.013231,0.14083,0.043447,0.052083,-0.025175,0.02483,0.023002,0.13919,0.054564,0.065579,-0.024645,0.0013702,0.00097343,0.020761,-0.00077713,-0.0030534,-0.024692,0.0031562,0.0023351,0.023565,0.00011057,-0.002434,-0.03221,0.0057734,0.0044723,0.02616,0.0014822,-0.0011587,-0.036105,0.0010277,0.00087055,0.19137,0.0174,0.021047,-0.011827,0.0023042,0.0021397,0.13831,0.017908,0.02752,-0.0073119,0.0037575,0.0037262,0.11038,0.018373,0.033926,-0.0010668,0.76533,410,"1"
-0.0025961,0.22426,0.2212,-0.88219,0.22062,-0.92762,0.051502,0.063639,3.6543,0.064569,2.8568,1.6698e-05,2.5315,5.2175,0.23426,7.9593,0.019701,0.88254,3.1594e+16,3.1594e+16,3.1594e+16,3.1594e+16,NA,NA,0.42414,0.17065,0.42414,0.42872,0.56245,0.21514,NA,NA,350,43.957,7186,166110,15.77,271,57488,13344,11808,0.91434,0.93967,0.12857,0.08748,0.094223,0.44233,2059.9,1023.5,0.019563,0.0030049,0.020569,0.023242,0.0004065,0.001225,0.001719,0.00087769,0.87055,0.21348,1.0069,0.12473,0.46251,0.39248,0.15515,0.52781,0.28695,0.15194,0.53914,0.27921,5.9696,3.1399,15918,34877,31721,0.14209,0.13927,0.11002,0.25389,0.24557,0.10349,0.32665,0.31234,0.093506,0.37016,0.35093,0.083698,0.39534,0.37289,0.075299,0.011108,0.011389,0.089554,0.028638,0.035193,0.010573,0.023751,0.024371,0.090833,0.03996,0.050907,0.015096,0.040013,0.041385,0.090728,0.050494,0.065152,0.025073,0.0049538,0.0046489,0.10009,0.021207,0.03718,-0.017099,0.010436,0.0099441,0.096287,0.027933,0.048864,-0.01793,0.017226,0.016632,0.092465,0.033737,0.058266,-0.016351,0.0049882,0.0055451,0.072368,0.015664,0.0093803,0.030734,0.010597,0.011735,0.075759,0.022575,0.014931,0.040996,0.018265,0.020308,0.079245,0.030118,0.021213,0.054494,0.0011656,0.0011951,0.20783,0.019618,0.027038,0.0037768,0.0030851,0.0030565,0.17733,0.024654,0.036273,-0.0019303,0.0054013,0.0053226,0.15193,0.027933,0.045041,-0.0038586,0.88384,410,"1"
-0.024533,0.73282,0.73487,-0.51316,0.69201,-0.38924,-0.24149,0.61218,4.3959,0.080037,2.7582,0.0011164,4.9747,5.0732,0.95688,6.7516,0.016712,0.51692,4.3077e+16,4.3077e+16,4.3077e+16,4.3077e+16,NA,NA,0.4003,0.26334,0.4003,0.27085,0.54229,0.21427,NA,NA,290,60.255,13842,661440,16.835,285.57,110740,5592,2552,0.91389,0.93826,0.1502,0.10366,0.11042,0.48156,2032.7,1141.6,0.025381,0.0033064,0.027165,0.026755,0.0099494,0.013453,0.017796,0.023915,1.1361,0.74963,0.088501,0.13781,0.45287,0.38813,0.1898,0.49058,0.28601,0.19946,0.48873,0.27774,6.3601,3.105,10301,23848,20558,0.1485,0.15143,0.12251,0.28263,0.28717,0.12274,0.38678,0.39337,0.11797,0.45733,0.46217,0.11018,0.5035,0.50541,0.10218,0.0081791,0.0079454,0.07026,0.019195,0.028007,-0.0097817,0.017701,0.017103,0.072127,0.027341,0.041593,-0.015814,0.029001,0.02798,0.070063,0.033124,0.051838,-0.020533,0.0052092,0.0052009,0.11213,0.023358,0.038832,-0.00042947,0.011098,0.010958,0.10909,0.031233,0.051659,-0.0046369,0.018171,0.017954,0.10392,0.037368,0.061665,-0.005486,0.0028609,0.0026601,0.044223,0.0062055,0.0023573,-0.014233,0.0061119,0.0057518,0.046556,0.0093307,0.0054326,-0.01595,0.009859,0.009236,0.045575,0.011184,0.0070141,-0.021064,0.00010898,8.4362e-05,0.020703,-0.0003142,0.011093,-0.012801,0.00051122,0.00040818,0.031308,0.0011625,0.017513,-0.017677,0.0011242,0.00091833,0.033691,0.002073,0.023534,-0.021385,0.93649,410,"1"
-0.02608,0.79659,0.76485,-0.48299,0.75925,-0.44168,-0.085545,-0.84913,9.5676,-0.10532,2.7278,0.0037808,10.176,10.034,1.0233,17.843,0.044165,0.48498,4.57e+16,4.57e+16,4.57e+16,4.57e+16,NA,NA,0.48799,0.18025,0.48799,0.46988,0.62331,0.2713,NA,NA,316,34.785,7102,160370,17.413,307.31,56816,3296,2624,0.91602,0.93918,0.014576,0.010345,0.023303,0.13567,1402.9,786.76,0.019632,0.0031242,0.029015,0.026921,0.0040487,0.027604,0.0086232,0.053365,1.111,0.3527,0.66577,0.12576,0.45385,0.39967,0.16297,0.49905,0.3072,0.15776,0.51248,0.3,5.9694,3.1973,20126,41063,39436,0.13369,0.12071,0.078482,0.23457,0.20995,0.072495,0.30019,0.26651,0.065153,0.33608,0.29722,0.057617,0.35499,0.31232,0.051264,0.015891,0.018346,0.097138,0.03913,0.045445,0.056542,0.033575,0.039251,0.097358,0.053728,0.064981,0.084776,0.05451,0.064151,0.093713,0.064913,0.081201,0.11045,0.0077468,0.0074052,0.11867,0.031776,0.041999,-0.010921,0.015145,0.014475,0.10595,0.038502,0.053363,-0.014601,0.023755,0.023026,0.096681,0.043931,0.063665,-0.012414,0.0063253,0.0084344,0.069578,0.018876,0.016495,0.078204,0.014424,0.019651,0.078188,0.02964,0.027284,0.11894,0.024473,0.033711,0.080506,0.038525,0.036343,0.15586,0.0018185,0.002506,0.24585,0.027726,0.037301,0.049529,0.0044111,0.0056419,0.19224,0.031932,0.045595,0.050636,0.0076656,0.0093454,0.16348,0.036179,0.053996,0.050536,0.84178,410,"0"
-0.01789,0.51777,0.50056,-0.70584,0.46972,-0.53063,-0.24824,-1.2907,6.5895,-0.087047,2.707,0.0019942,6.2967,8.2023,0.58645,16.743,0.041442,0.70599,3.9171e+16,3.9171e+16,3.9171e+16,3.9171e+16,NA,NA,0.27826,0.31977,0.31977,0.24467,0.307,0.15181,NA,NA,182,108.07,16340,1473000,13.238,177.41,130720,9760,3912,0.9118,0.93189,0.14606,0.10742,0.088778,0.46931,2209.4,1067.4,0.025168,0.0031427,0.026027,0.028244,0.0013473,0.0034875,0.0039744,0.0048416,0.64467,2.2813,1.7176,0.13653,0.44569,0.39378,0.17821,0.46563,0.31983,0.18298,0.45651,0.32116,6.0622,3.1502,17115,46891,44932,0.17008,0.18483,0.14727,0.31861,0.33637,0.14523,0.41659,0.42787,0.13336,0.46509,0.46859,0.1176,0.48689,0.48583,0.10371,0.005478,0.0045389,0.049391,0.0098571,0.018708,-0.036802,0.012583,0.010511,0.053817,0.015942,0.028732,-0.049834,0.021763,0.018248,0.055186,0.021132,0.037276,-0.061973,0.0030827,0.0024641,0.06965,0.011541,0.023813,-0.031928,0.0071048,0.0058626,0.073306,0.01729,0.033737,-0.039902,0.012685,0.010654,0.076148,0.023316,0.042567,-0.047209,0.0021537,0.0019002,0.034942,0.0029617,0.0014021,-0.01598,0.0048754,0.0041943,0.038978,0.0056116,0.0028962,-0.025825,0.0080449,0.0068185,0.039033,0.0070555,0.0038716,-0.034763,0.00024161,0.00017464,0.048177,0.0023259,0.015405,-0.013059,0.00067571,0.00050611,0.043433,0.0027841,0.020413,-0.01865,0.0013567,0.0010159,0.042675,0.0036177,0.025264,-0.024161,0.97293,410,"0"
-0.001273,0.15622,0.15439,-0.91936,0.15387,-0.97296,0.058301,0.38548,4.6137,0.079628,2.6796,0.0021494,1.7166,4.2877,0.1595,6.0548,0.014987,0.92,3.0425e+16,3.0425e+16,3.0425e+16,3.0425e+16,NA,NA,0.28694,0.31112,0.31112,0.35244,0.39729,0.20224,NA,NA,278,57.191,11287,460350,16.362,271.02,90296,5384,4688,0.91303,0.93591,0.21624,0.15635,0.13933,0.64546,2492.6,1409.2,0.021302,0.0028834,0.033144,0.02645,0.0013659,0.0074022,0.0031529,0.010582,0.55471,1.4043,0.32038,0.14692,0.46222,0.37252,0.21344,0.50822,0.25761,0.22478,0.502,0.25246,9.617,2.9802,17472,40781,38115,0.16658,0.18411,0.12544,0.32342,0.35308,0.12822,0.42571,0.45499,0.11852,0.4883,0.51549,0.10739,0.5334,0.55863,0.098809,0.008531,0.0081721,0.066896,0.019513,0.026539,-0.012018,0.019876,0.019603,0.073932,0.030877,0.042587,-0.0056276,0.034607,0.034176,0.07632,0.040866,0.056464,-0.0064839,0.0064934,0.0064797,0.12759,0.029269,0.040335,-0.00052157,0.014573,0.01512,0.13077,0.041746,0.056725,0.013031,0.02482,0.025966,0.12958,0.052588,0.070445,0.020238,0.0013684,0.0011326,0.019309,-0.00075751,-0.0031082,-0.018846,0.0030894,0.0026007,0.021481,-9.2221e-05,-0.0021159,-0.025257,0.0054446,0.004539,0.022975,0.00068528,-0.0010603,-0.033413,0.00066925,0.00055983,0.11606,0.010114,0.020586,-0.015742,0.0022887,0.0019342,0.12795,0.017129,0.031801,-0.022327,0.0045831,0.0038601,0.12538,0.02265,0.041808,-0.029752,0.77846,410,"1"
-0.069931,0.94917,0.98371,-0.11782,0.74368,-0.17603,0.49397,-0.076128,2.2603,-0.057641,2.891,0.00048155,3.2592,2.4564,1.7519,2.8673,0.0070973,0.1183,4.2609e+16,4.2609e+16,4.2609e+16,4.2609e+16,NA,NA,0.15102,0.21106,0.21106,0.23291,0.2628,0.12104,NA,NA,349,30.751,3830,65850,12.937,176.31,30640,22496,4912,0.91344,0.93775,0.084393,0.061822,0.0353,0.59276,1168.2,672.08,0.013725,0.0018546,0.031384,0.032188,0.0026642,0.031185,0.0024575,0.053362,0.15043,0.12609,0.097283,0.14311,0.45044,0.38012,0.2118,0.47375,0.26519,0.21823,0.4729,0.25321,5.3945,3.041,16620,36372,34106,0.12286,0.11842,0.07441,0.22802,0.22515,0.072705,0.31254,0.31148,0.069985,0.37674,0.37453,0.066636,0.42629,0.42321,0.063512,0.015879,0.021239,0.10015,0.039722,0.049776,0.11082,0.034729,0.04473,0.10389,0.056853,0.070652,0.12887,0.055417,0.06933,0.098293,0.067292,0.084543,0.13771,0.013645,0.019239,0.21565,0.060948,0.078357,0.12354,0.029296,0.039932,0.21144,0.082606,0.10313,0.1483,0.046268,0.061282,0.19427,0.095902,0.11836,0.16144,0.0013316,0.0011355,0.015112,-0.00082512,-0.0038905,-0.013693,0.0026963,0.0022568,0.015078,-0.0011299,-0.0044969,-0.019396,0.0039627,0.0032591,0.013449,-0.0023871,-0.0053613,-0.024862,0.00090265,0.00086425,0.1259,0.012935,0.021314,-0.0038873,0.0027585,0.0025553,0.12403,0.019117,0.031812,-0.0096451,0.0052608,0.0048393,0.11575,0.023892,0.041444,-0.013557,0.9432,410,"0"
-0.0023819,0.47061,0.47281,-0.72528,0.46166,-0.61389,-0.15358,0.64266,6.3514,0.068011,2.7651,0.0019218,3.9365,5.3399,0.54081,9.1033,0.022533,0.72796,4.0078e+16,4.0078e+16,4.0078e+16,4.0078e+16,NA,NA,0.26459,0.098075,0.26459,0.24915,0.34417,0.13958,NA,NA,253,60.889,11406,515910,15.634,247.19,91248,4872,4720,0.91308,0.93548,0.083768,0.060867,0.038191,0.34636,1793.9,933.58,0.028394,0.0030573,0.032109,0.024626,0.0021118,0.01201,0.0030865,0.018525,0.48396,0.03082,0.78195,0.13838,0.43979,0.3963,0.18656,0.45165,0.32287,0.19744,0.43957,0.31483,6.3635,3.1704,24780,59482,57508,0.18934,0.20621,0.13807,0.34915,0.36753,0.13404,0.45026,0.46089,0.12139,0.50116,0.5037,0.10672,0.5238,0.52177,0.09396,0.0066523,0.0055917,0.050512,0.012938,0.022484,-0.038061,0.016449,0.014035,0.059247,0.022962,0.035547,-0.05045,0.029013,0.024947,0.061956,0.031119,0.04629,-0.060956,0.0047252,0.0039464,0.089911,0.019346,0.032496,-0.032119,0.01097,0.0093485,0.095326,0.028895,0.044943,-0.041276,0.019305,0.016692,0.097594,0.037924,0.056027,-0.048038,0.0012894,0.0011205,0.017618,-0.0010929,-0.0021662,-0.014998,0.0038121,0.003329,0.025668,0.0020259,-0.00010068,-0.021024,0.0068524,0.0059449,0.028,0.0038076,0.00097833,-0.027305,0.00063766,0.00052483,0.10708,0.0093722,0.021235,-0.014464,0.0017341,0.0014222,0.093871,0.011933,0.027923,-0.019603,0.0029628,0.0024094,0.078486,0.012756,0.033069,-0.025232,0.87984,410,"0"
-0.024706,0.73403,0.71315,-0.53395,0.71117,-0.50581,-0.052694,1.5152,7.3516,0.12535,2.7132,0.0025929,3.7525,3.8857,0.9281,5.2617,0.013024,0.53441,4.4808e+16,4.4808e+16,4.4808e+16,4.4808e+16,NA,NA,0.30579,0.23957,0.30579,0.33319,0.34364,0.16672,NA,NA,299,42.856,9639,311910,17.002,292.25,77112,4112,3680,0.91563,0.94018,0.11365,0.077873,0.080302,0.43487,2375.5,1213.1,0.013509,0.002274,0.0498,0.0499,0.0021934,0.0078082,0.0093368,0.015152,1.0774,0.48089,0.2311,0.12466,0.44764,0.41102,0.15737,0.48266,0.34104,0.16251,0.49145,0.32826,12.736,3.2882,24130,48396,46162,0.12704,0.12402,0.083404,0.26029,0.25751,0.089963,0.38012,0.3846,0.092266,0.47075,0.4837,0.090258,0.54596,0.56622,0.088174,0.0061154,0.0053546,0.041808,0.010569,0.020505,-0.035165,0.012466,0.010743,0.040425,0.013598,0.029986,-0.051901,0.01981,0.017032,0.038089,0.01534,0.037771,-0.065166,0.0047337,0.0041613,0.081095,0.018379,0.03367,-0.029834,0.0094371,0.0081886,0.07383,0.022478,0.043388,-0.043027,0.014736,0.012792,0.067071,0.025104,0.051009,-0.052626,0.0010678,0.00092019,0.013136,-0.0019606,-0.0041621,-0.016335,0.0021709,0.0018325,0.01316,-0.0026352,-0.0042651,-0.024092,0.0034651,0.002915,0.012748,-0.0035372,-0.0045126,-0.03044,0.00031393,0.00027317,0.047464,0.0032728,0.014644,-0.0091604,0.00085785,0.00072203,0.04181,0.0039472,0.020939,-0.016331,0.0016518,0.001358,0.039396,0.0047847,0.027785,-0.024374,0.7551,410,"1"
-0.0015153,0.16193,0.16039,-0.91609,0.1601,-0.95491,0.042382,0.32434,3.7842,0.029697,2.8074,0.00027354,2.5468,6.4002,0.15761,9.8382,0.024352,0.92064,3.0971e+16,3.0971e+16,3.0971e+16,3.0971e+16,NA,NA,0.36044,0.17937,0.36044,0.26994,0.48023,0.1562,NA,NA,262,52.676,3064,66898,8.2278,82.089,24512,13456,12736,0.91396,0.93957,0.20264,0.14182,0.14956,0.62122,2290.9,1337.9,0.016079,0.0021752,0.022028,0.021895,0.0028961,0.0066205,0.0056065,0.014758,0.026969,0.91579,0.5656,0.13308,0.46851,0.38055,0.17836,0.541,0.26093,0.18615,0.54373,0.25144,8.8599,3.0444,25830,53440,51278,0.15143,0.15508,0.10345,0.30119,0.31769,0.10833,0.42031,0.44704,0.10616,0.49122,0.51753,0.098004,0.5378,0.56152,0.090382,0.010685,0.011185,0.076011,0.025502,0.033997,0.016282,0.023969,0.025729,0.080884,0.037942,0.051322,0.035705,0.041272,0.044704,0.082573,0.049345,0.066525,0.051882,0.0081266,0.008856,0.14487,0.03629,0.048231,0.02707,0.017615,0.019962,0.1434,0.049662,0.066938,0.054944,0.029161,0.033763,0.13812,0.060552,0.08206,0.081745,0.0019579,0.0017893,0.025063,0.0017897,0.000475,-0.01234,0.0042984,0.0039144,0.027115,0.0033369,0.001785,-0.018304,0.0082207,0.0074477,0.031471,0.0066288,0.0041595,-0.026152,0.00060028,0.00053959,0.094441,0.0084048,0.019644,-0.010106,0.0021507,0.0019357,0.10908,0.015115,0.02935,-0.015242,0.0043307,0.0038775,0.10748,0.020117,0.038168,-0.021017,0.78855,410,"1"
-0.013932,0.68968,0.67918,-0.56494,0.6732,-0.51193,-0.093835,2.1603,12.339,0.14023,2.6382,0.0045329,4.5347,4.8756,0.86083,7.1315,0.017652,0.56699,4.4365e+16,4.4365e+16,4.4365e+16,4.4365e+16,NA,NA,0.2998,0.3424,0.3424,0.31497,0.39866,0.1927,NA,NA,358,35.344,4974,121080,13.18,177.1,39792,34568,3840,0.91609,0.94106,0.15227,0.10286,0.11663,0.53571,2777.1,1278.5,0.015932,0.0022744,0.043517,0.054322,0.001305,0.001104,3.4218e-05,0.0059877,0.80967,0.38773,1.0791,0.13017,0.43749,0.41256,0.17463,0.45571,0.34057,0.18069,0.45143,0.33999,9.1853,3.3005,14295,28683,26004,0.14856,0.15318,0.1019,0.28206,0.29144,0.10185,0.38286,0.39454,0.097088,0.45287,0.46437,0.090714,0.50714,0.51818,0.085569,0.0087134,0.0084964,0.062234,0.019192,0.026535,-0.0096785,0.019275,0.019109,0.065303,0.028178,0.040801,-0.0046086,0.032878,0.032907,0.066041,0.036241,0.053545,0.00060455,0.0065688,0.0065574,0.11757,0.028297,0.04062,-0.00058917,0.014709,0.014937,0.12022,0.040246,0.057004,0.007268,0.024985,0.025651,0.11881,0.050541,0.070697,0.015844,0.0018053,0.0016623,0.023202,0.0011422,-0.0015668,-0.013631,0.0038634,0.0035806,0.024468,0.0021092,-0.00060132,-0.017288,0.0063903,0.00592,0.024561,0.0026936,0.00027064,-0.02158,0.00033925,0.00027668,0.053587,0.0037952,0.013186,-0.01654,0.00090028,0.00075286,0.045842,0.0044007,0.019599,-0.018834,0.0017909,0.0015699,0.044625,0.0056855,0.026898,-0.020408,0.81134,410,"0"
-0.051999,0.95067,0.947,-0.22514,0.79434,-0.31553,0.4015,0.10462,2.2802,-0.049685,2.8848,0.00086347,3.8489,3.094,1.5399,3.9031,0.0096612,0.22581,4.4835e+16,4.4835e+16,4.4835e+16,4.4835e+16,NA,NA,0.24545,0.18007,0.24545,0.26848,0.3073,0.14072,NA,NA,327,38.774,3566,76383,11.29,136.21,28528,25928,8392,0.91567,0.93978,0.035035,0.024167,0.01883,0.17075,992.65,592.72,0.014971,0.0021998,0.026571,0.025251,0.00041047,0.027631,0.0011301,0.044997,0.21922,0.1578,0.15844,0.13724,0.44624,0.39072,0.19821,0.47132,0.28508,0.20143,0.462,0.28272,5.0193,3.1258,12549,26353,23940,0.13357,0.13513,0.090508,0.24947,0.25057,0.088996,0.33343,0.33303,0.083536,0.38916,0.38755,0.077014,0.42645,0.42505,0.071088,0.012423,0.013587,0.087657,0.030973,0.03807,0.03688,0.028087,0.031119,0.094013,0.046368,0.057722,0.058704,0.046469,0.05187,0.092217,0.057266,0.07338,0.07905,0.0098902,0.01139,0.17488,0.045215,0.056594,0.053166,0.021914,0.025655,0.17696,0.06345,0.07838,0.081203,0.034785,0.041129,0.16342,0.07386,0.093266,0.10558,0.0021848,0.001907,0.027741,0.0027448,-0.00034486,-0.020244,0.0048858,0.0043371,0.03057,0.0049804,0.0013334,-0.0251,0.0084058,0.0077321,0.031918,0.0069986,0.0032998,-0.02273,0.00034754,0.00029013,0.054235,0.0039179,0.016777,-0.01304,0.0013099,0.0011429,0.065896,0.0078725,0.02627,-0.016569,0.0034064,0.0031046,0.083859,0.014799,0.037606,-0.017568,0.98306,410,"0"
-0.021578,0.70968,0.71288,-0.53421,0.65258,-0.37884,-0.29083,-0.1889,6.8174,0.05145,2.7525,0.0022569,8.5639,8.9759,0.90595,15.592,0.038595,0.5406,4.3662e+16,4.3662e+16,4.3662e+16,4.3662e+16,NA,NA,0.35391,0.13958,0.35391,0.31572,0.34875,0.14223,NA,NA,308,33.805,3861,69053,12.295,164.7,30888,18576,7896,0.9151,0.94093,0.1147,0.078896,0.076397,0.45473,1650.5,831.99,0.018837,0.0028604,0.02876,0.02896,0.0016675,0.0011586,0.0056319,0.0029822,0.55661,1.0537,0.74804,0.12922,0.44664,0.40215,0.17464,0.4752,0.31071,0.1765,0.478,0.30601,5.471,3.2172,12336,22864,20128,0.15148,0.14795,0.08608,0.27635,0.26872,0.082676,0.35922,0.34615,0.075472,0.40499,0.38635,0.067211,0.43159,0.40898,0.060334,0.0089602,0.008725,0.053022,0.018162,0.027283,-0.0091211,0.019719,0.019347,0.055352,0.026451,0.041288,-0.0090351,0.032685,0.032895,0.054395,0.032654,0.053707,0.0038578,0.0065136,0.0063108,0.096589,0.025452,0.03883,-0.0091125,0.013842,0.013502,0.093737,0.033992,0.052372,-0.0097637,0.022147,0.021865,0.087256,0.039666,0.062984,-0.0062297,0.0020793,0.0020793,0.022141,0.0021004,-0.00010465,1.2301e-06,0.0047081,0.0048065,0.024705,0.0040949,0.0020496,0.0048676,0.0085435,0.0092967,0.027206,0.0066679,0.005441,0.027021,0.00036726,0.00033494,0.048064,0.0038998,0.017345,-0.0074898,0.0011876,0.0010519,0.050104,0.0062422,0.025253,-0.013833,0.002179,0.0018819,0.044984,0.0071751,0.032618,-0.021275,0.84432,410,"1"
